,State_Name,City,Zip_Code,Mean,Median,Stdev,Lat,Lon
15874,Mississippi,Brandon,39042,44278,29301,44744,32.200396,-89.96733
15875,Mississippi,Bentonia,39040,28333,300000,3696,32.671959,-90.544522
15876,Mississippi,Shaw,38773,24781,16341,25516,33.601492,-90.771987
15877,Mississippi,Monticello,39654,36441,20679,47243,31.604792,-90.002316
15878,Mississippi,Fruitdale,36539,47161,27392,46013,31.436071,-88.473643
15879,Mississippi,Tchula,39169,19261,12764,23214,33.183181,-90.222848
15880,Mississippi,Robinsonville,38664,40968,34512,30317,34.827298,-90.326553
15881,Mississippi,Vardaman,38878,41786,28737,37037,33.882195,-89.177796
15882,Mississippi,Waynesboro,39367,37356,17447,42696,31.677552,-88.633839
15883,Mississippi,Winona,38967,38528,26703,39345,33.490168,-89.729235
15884,Mississippi,Hollandale,38748,25742,16126,27678,33.27054,-90.880002
15885,Mississippi,Beaumont,39423,43639,28580,40054,31.167543,-88.928356
15886,Mississippi,Biloxi,39533,52423,38663,47772,30.426663,-88.935762
15887,Mississippi,Mendenhall,39114,58419,41031,44794,32.026391,-89.97153
15888,Mississippi,Caledonia,39740,63943,53497,46668,33.683607,-88.326024
15889,Mississippi,Clara,39324,62130,300000,41043,31.58313,-88.69161
15890,Mississippi,Collinsville,39325,74709,69195,54653,32.487323,-88.844307
15891,Mississippi,Crenshaw,38621,23649,14839,20034,34.504661,-90.194637
15892,Mississippi,Pass Christian,39571,59538,51080,47533,30.382359,-89.275687
15893,Mississippi,Durant,39063,29240,22070,25511,33.081948,-89.857335
15894,Mississippi,Crenshaw,38621,29639,25679,18465,34.391137,-90.255638
15895,Mississippi,French Camp,39745,56790,300000,37363,33.292334,-89.39928
15896,Mississippi,Belmont,38827,30114,22070,25617,34.486643,-88.186318
15897,Mississippi,Hamilton,39746,54258,300000,39444,33.746576,-88.407578
15898,Mississippi,Hickory Flat,38633,47316,31231,42864,34.615926,-89.191388
15899,Mississippi,Inverness,38753,47778,29298,46625,33.354229,-90.591192
15900,Mississippi,Kilmichael,39747,33629,28155,32056,33.439378,-89.567003
15901,Mississippi,Leakesville,39451,50107,43993,38714,31.15416,-88.558269
15902,Mississippi,Lucedale,39452,49570,38896,44334,30.931213,-88.595896
15903,Mississippi,Weir,39772,59130,55270,39153,33.198855,-89.340651
15904,Mississippi,Marks,38646,41808,28170,46087,34.253515,-90.272222
15905,Mississippi,Starkville,39759,120211,300000,40121,33.451614,-88.790998
15906,Mississippi,Moss Point,39563,44717,34160,41546,30.425914,-88.532733
15907,Mississippi,Hamilton,39746,57112,48360,36065,33.746365,-88.442608
15908,Mississippi,Ocean Springs,39566,72929,54439,61310,30.402704,-88.788647
15909,Mississippi,Pearl,39208,52195,42723,40458,32.272456,-90.091827
15910,Mississippi,Puckett,39151,45871,33267,42193,32.190936,-89.695976
15911,Mississippi,Hattiesburg,39401,56055,300000,37561,31.3199146,-89.3018116
15912,Mississippi,Hattiesburg,39401,34633,27543,26439,31.300278,-89.3003832
15914,Mississippi,Petal,39465,67179,62439,32962,31.3966849,-89.2139021
15915,Mississippi,Petal,39465,54620,46516,44898,31.3255143,-89.2460881
15916,Mississippi,Olive Branch,38654,63271,300000,38381,34.95491,-89.8057049
15917,Mississippi,Hattiesburg,39401,17486,8987,36152,31.3375361,-89.2920445
15918,Mississippi,Meadville,39653,50253,29391,52164,31.4790405,-91.0413191
15919,Mississippi,Lucedale,39452,51321,300000,39548,30.8064116,-88.7252895
15920,Mississippi,Leakesville,39451,35780,24849,32588,31.0802995,-88.6367824
15921,Mississippi,Grenada,38902,35092,28660,29171,33.783731,-89.8254862
15922,Mississippi,Bay St Louis,39520,54651,47338,44987,30.305668,-89.3355096
15923,Mississippi,Waveland,39576,40144,40307,32956,30.2694909,-89.3965896
15924,Mississippi,Bay St. Louis,39520,56160,37595,49350,30.2599628,-89.5219505
15925,Mississippi,Kiln,39556,36430,31370,33533,30.416296,-89.5204621
15927,Mississippi,Hattiesburg,39401,29977,21177,30305,31.300278,-89.3003832
15928,Mississippi,Biloxi,39531,55754,43888,41382,30.3917816,-88.9665705
15929,Mississippi,Gulfport,39507,107056,82806,86313,30.4161664,-89.0201169
15930,Mississippi,Gulfport,39501,13877,10529,11903,30.41265,-89.087533
15931,Mississippi,Gulfport,39501,29749,25052,27471,30.3739964,-89.1035413
15932,Mississippi,Long Beach,39560,58078,57801,44790,30.3538825,-89.1562622
15933,Mississippi,Gulfport,39501,31328,27897,20672,30.4017178,-89.1455946
15934,Mississippi,Gulfport,39503,60590,37316,49959,30.464571,-89.0924488
15935,Mississippi,Gulfport,39507,45989,37087,33426,30.4314779,-89.0250861
15936,Mississippi,Biloxi,39533,48049,39678,50396,30.4389568,-88.9292573
15937,Mississippi,Biloxi,39532,70453,66856,38962,30.6068986,-89.0060249
15938,Mississippi,Petal,39465,47912,33768,40611,31.3255143,-89.2460881
15939,Mississippi,Gulfport,39503,66383,58050,50778,30.4875618,-89.1757165
15940,Mississippi,Gulfport,39501,42102,29671,33482,30.3577592,-89.1130708
15941,Mississippi,Jackson,39211,74570,54047,61112,32.3760967,-90.1333489
15942,Mississippi,Jackson,39206,38074,22990,35007,32.3700794,-90.1547605
15943,Mississippi,Jackson,39206,30643,30490,23485,32.3607881,-90.1824184
15944,Mississippi,Jackson,39209,45005,37314,35244,32.3472352,-90.2581126
15945,Mississippi,Jackson,39203,17480,13812,16095,32.3294449,-90.1955295
15946,Mississippi,Jackson,39202,85405,64101,67913,32.3194889,-90.1692367
15947,Mississippi,Jackson,39209,39495,32485,28224,32.3154403,-90.2242958
15948,Mississippi,Jackson,39203,38389,32831,41719,32.3082011,-90.2084022
15949,Mississippi,Lucedale,39452,59424,46984,53891,30.9187074,-88.7586109
15950,Mississippi,Jackson,39204,64408,59262,52171,32.2812442,-90.2392472
15951,Mississippi,Jackson,39212,21561,23452,11295,32.2626921,-90.2228454
15952,Mississippi,Jackson,39211,51243,51691,40734,32.3793339,-90.1032023
15953,Mississippi,Jackson,39206,66476,51911,38391,32.384478,-90.183709
15954,Mississippi,Clinton,39056,101192,89016,66157,32.3746615,-90.305472
15955,Mississippi,Clinton,39056,56304,300000,51546,32.423269,-90.3699357
15956,Mississippi,Raymond,39154,62882,50951,51819,32.2251107,-90.4446707
15957,Mississippi,Jackson,39209,40471,36981,20883,32.2823648,-90.2991249
15958,Mississippi,Jackson,39212,51072,44323,30718,32.2820671,-90.2675496
15959,Mississippi,Jackson,39212,66679,64747,44203,32.2034128,-90.2308362
15960,Mississippi,Waveland,39576,41767,31254,35668,30.322194,-89.3823796
15961,Mississippi,Jackson,39202,27986,22479,20716,32.3113778,-90.1880063
15962,Mississippi,Lexington,39095,37660,28401,40260,33.1998802,-90.0448204
15963,Mississippi,Goodman,39079,30492,17548,33962,32.9812478,-90.0098723
15964,Mississippi,Belzoni,39038,35156,27269,29251,33.1889353,-90.4868632
15965,Mississippi,Mantachie,38855,40080,27961,40941,34.3625925,-88.4805458
15966,Mississippi,Glen,38846,40630,31267,33359,34.8398356,-88.4208862
15967,Mississippi,Fulton,38843,52572,51446,36126,34.1777353,-88.472713
15968,Mississippi,Vancleave,39565,70119,65720,42372,30.6118221,-88.7615836
15969,Mississippi,Biloxi,39532,61893,300000,47811,30.4380524,-88.8617424
15970,Mississippi,Ocean Springs,39566,83028,56776,70278,30.4085199,-88.828964
15971,Mississippi,Ocean Springs,39566,60121,40067,48193,30.4158914,-88.754585
15972,Mississippi,Biloxi,39531,54852,40671,49084,30.4136503,-88.9612968
15973,Mississippi,Gautier,39553,82342,300000,54381,30.4032143,-88.6314247
15974,Mississippi,Moss Point,39563,47806,300000,23710,30.4665582,-88.5218535
15975,Mississippi,Moss Point,39563,34687,30006,28961,30.4108166,-88.504172
15976,Mississippi,Pascagoula,39581,36508,31712,26411,30.3789944,-88.5149824
15977,Mississippi,Pascagoula,39581,49244,47073,41811,30.3670098,-88.5384585
15978,Mississippi,Pascagoula,39567,49352,29550,62743,30.3353812,-88.5738369
15979,Mississippi,Stringer,39481,59015,300000,19595,31.8985844,-89.2326333
15980,Mississippi,Fayette,39069,26157,22008,19901,31.7336333,-91.0438779
15981,Mississippi,Bassfield,39421,33148,25190,27181,31.5011243,-89.6792443
15982,Mississippi,Laurel,39443,61370,34020,68043,31.767129,-89.2669625
15983,Mississippi,Gulfport,39501,30409,22942,24369,30.3818533,-89.0849858
15984,Mississippi,Laurel,39440,72210,45948,66945,31.7296919,-89.1610933
15985,Mississippi,Laurel,39440,26709,14924,25210,31.6626733,-89.1660696
15986,Mississippi,Laurel,39443,56255,53224,39797,31.6733337,-89.0123691
15987,Mississippi,Ellisville,39437,56337,52516,30125,31.6023168,-89.1975715
15988,Mississippi,Scooba,39358,32094,29054,21623,32.7543364,-88.5266718
15989,Mississippi,Oxford,38655,68619,45991,59179,34.380627,-89.4982386
15990,Mississippi,Oxford,38655,78664,53845,74380,34.408727,-89.5483797
15991,Mississippi,Oxford,38655,59143,300000,39685,34.2459033,-89.3977459
15992,Mississippi,Hattiesburg,39402,57090,44055,43023,31.2536021,-89.4289935
15993,Mississippi,Hattiesburg,39402,35109,25113,30667,31.3242865,-89.3790197
15994,Mississippi,Pass Christian,39571,65521,45534,51129,30.3860873,-89.261745
15995,Mississippi,Lumberton,39455,42271,29027,43606,31.042474,-89.4353926
15996,Mississippi,Meridian,39305,16991,13879,27590,32.3845777,-88.6830025
15997,Mississippi,Meridian,39307,13810,11007,11242,32.3359959,-88.7391273
15998,Mississippi,Meridian,39305,48486,300000,32499,32.4151407,-88.7176584
15999,Mississippi,Meridian,39305,22705,25282,13409,32.4886755,-88.5152681
16000,Mississippi,Meridian,39305,68291,50281,56299,32.510455,-88.767072
16001,Mississippi,Meridian,39031,55953,41898,34901,32.2753646,-88.6739092
16002,Mississippi,Monticello,39654,50136,37515,45936,31.5948926,-90.0381613
16003,Mississippi,Monticello,39654,47172,41920,37742,31.4320746,-90.1441243
16004,Mississippi,Carthage,39051,43367,34290,29980,32.6438832,-89.6053533
16005,Mississippi,Biloxi,39532,74681,68792,52187,30.4967231,-89.0110039
16006,Mississippi,Guntown,38849,58912,44321,48271,34.454158,-88.7149622
16007,Mississippi,Saltillo,38866,49809,45945,32165,34.3497251,-88.6211737
16008,Mississippi,Belden,38826,67665,45947,64916,34.310021,-88.7804568
16009,Mississippi,Tupelo,38801,40783,32510,32314,34.2589075,-88.7365421
16010,Mississippi,Tupelo,38801,84208,73547,68090,34.2432854,-88.7531371
16011,Mississippi,Nettleton,38858,71291,54943,60117,34.1412319,-88.6307562
16012,Mississippi,Itta Bena,38941,42011,29505,38220,33.42543,-90.3868586
16013,Mississippi,Greenwood,38930,43390,300000,36754,33.5331446,-90.197519
16014,Mississippi,Greenwood,38930,18689,12088,18674,33.5066668,-90.167644
16015,Mississippi,Brookhaven,39601,44854,41089,32691,31.6250375,-90.5877159
16017,Mississippi,Brookhaven,39601,22030,12137,25212,31.5968012,-90.4464899
16018,Mississippi,Caledonia,39740,51910,300000,27026,33.6553127,-88.3149797
16019,Mississippi,Columbus,39705,36723,25593,29021,33.5670612,-88.4211411
16020,Mississippi,Columbus,39702,73116,61988,51780,33.4064607,-88.308543
16021,Mississippi,Columbus,39701,29202,18181,29298,33.5152086,-88.4026265
16022,Mississippi,Columbus,39701,70864,62558,52891,33.4526383,-88.5499268
16023,Mississippi,Ridgeland,39157,66624,300000,43357,32.4126534,-90.1437115
16024,Mississippi,Ridgeland,39157,53726,44382,34800,32.4048411,-90.091674
16025,Mississippi,Madison,39110,115903,300000,72309,32.461276,-90.096088
16026,Mississippi,Madison,39110,141099,125873,75326,32.5003844,-90.1742553
16027,Mississippi,Jackson,39213,24748,18998,21239,32.3401815,-90.2268198
16028,Mississippi,Canton,39046,33916,16393,36650,32.6206945,-90.0499407
16029,Mississippi,Canton,39046,76478,62276,65360,32.633364,-89.8966763
16030,Mississippi,Foxworth,39483,47024,31266,41123,31.2788264,-89.9677391
16031,Mississippi,Columbia,39429,40964,29667,40487,31.1516612,-89.7077748
16032,Mississippi,Byhalia,38611,42638,28529,31909,34.917285,-89.6669034
16033,Mississippi,Holly Springs,38635,29558,28010,17994,34.7613869,-89.4323217
16034,Mississippi,Amory,38821,55224,300000,49304,34.0067052,-88.3314088
16035,Mississippi,Amory,38821,22975,15887,20893,33.9755172,-88.4798912
16036,Mississippi,Aberdeen,39730,38756,24564,37947,33.8436352,-88.5656145
16037,Mississippi,Kilmichael,39747,49027,37221,35129,33.388234,-89.5690875
16038,Mississippi,Jackson,39203,26352,20081,21011,32.3197191,-90.2062604
16039,Mississippi,Philadelphia,39350,53672,51949,34375,32.8213105,-88.9902859
16040,Mississippi,Philadelphia,39350,48937,39258,47341,32.7608632,-89.1118993
16041,Mississippi,Choctaw,39350,46017,39883,31700,32.7880693,-89.2456853
16042,Mississippi,Conehatta,39057,47244,27002,56835,32.406589,-89.2234308
16043,Mississippi,Newton,39345,48102,36774,43781,32.3209862,-89.1620075
16044,Mississippi,Macon,39341,26505,17392,22654,33.1191571,-88.5640177
16045,Mississippi,Starkville,39759,33744,22412,44192,33.477053,-88.7985622
16046,Mississippi,Starkville,39759,61878,30211,60650,33.4217957,-88.827967
16047,Mississippi,Sardis,38666,42753,35766,27425,34.4595408,-90.0586053
16048,Mississippi,Pope,38658,48139,41404,28479,34.2504727,-90.0432359
16049,Mississippi,Jackson,39204,32963,24671,31399,32.2808853,-90.2219751
16050,Mississippi,Poplarville,39470,59071,32636,61520,30.8351448,-89.4309131
16051,Mississippi,Carriere,39426,46897,42385,34367,30.6336883,-89.754596
16052,Mississippi,Carriere,39426,62936,55183,47297,30.6806367,-89.5998222
16053,Mississippi,Richton,39476,57761,43042,54928,31.3655866,-88.9645817
16054,Mississippi,Summit,39666,49074,43174,41781,31.2625884,-90.3175102
16055,Mississippi,Mccomb,39648,20450,10704,25613,31.2477043,-90.4462675
16056,Mississippi,Mccomb,39648,27790,18339,22261,31.2025178,-90.496492
16057,Mississippi,Belden,38826,46901,36705,49780,34.2895768,-88.8868976
16058,Mississippi,Pontotoc,38863,66703,43665,60802,34.2474234,-88.9936459
16059,Mississippi,Booneville,38829,36579,32399,26204,34.6797992,-88.4388299
16060,Mississippi,Jackson,39213,38114,30718,28831,32.365904,-90.2623793
16061,Mississippi,Booneville,38829,60543,42489,45684,34.6572437,-88.5678977
16062,Mississippi,Marks,38646,48556,43628,37315,34.3706817,-90.2988112
16063,Mississippi,Sandhill,39161,54651,48792,44838,32.4825083,-89.8461643
16064,Mississippi,Brandon,39042,77950,64178,65278,32.3014766,-90.0502809
16065,Mississippi,Flowood,39232,92599,69212,66987,32.3778672,-90.0195398
16066,Mississippi,Pearl,39208,53824,50522,32857,32.2882276,-90.1204603
16067,Mississippi,Whitfield,39193,89000,300000,8231,32.2314015,-90.0823643
16068,Mississippi,Pearl,39208,41661,300000,34927,32.2730669,-90.1119858
16069,Mississippi,Puckett,39151,53617,46097,37312,32.1744708,-89.832426
16070,Mississippi,Florence,39073,52675,40821,38192,32.0877445,-90.1429818
16071,Mississippi,Jackson,39209,86431,77183,59823,32.2990934,-90.3390673
16072,Mississippi,Forest,39074,43689,36766,30965,32.5220967,-89.620258
16073,Mississippi,Forest,39074,64597,54263,48647,32.3663217,-89.4775331
16074,Mississippi,Rolling Fork,39159,47423,28018,48184,32.9047471,-90.8832313
16075,Mississippi,Pinola,39149,54753,39625,44084,31.974041,-90.0451391
16076,Mississippi,New Hebron,39140,58822,300000,52152,31.8258423,-89.9051797
16077,Mississippi,Kosciusko,39090,33752,23842,34734,33.0601683,-89.6104243
16078,Mississippi,Mize,39116,50235,29626,53396,31.9315839,-89.5713078
16079,Mississippi,Taylorsville,39168,55458,45682,46959,31.900419,-89.4054137
16080,Mississippi,Drew,38737,33651,13640,39582,33.8807374,-90.5523808
16081,Mississippi,Sunflower,38778,30587,25820,25623,33.5346235,-90.5570318
16082,Mississippi,Inverness,38753,39307,15583,50564,33.3827205,-90.5259264
16083,Mississippi,Jackson,39212,61512,58260,42281,32.2034128,-90.2308362
16084,Mississippi,Charleston,38921,31582,24430,24059,34.0076526,-90.0551664
16085,Mississippi,Coldwater,38618,116102,300000,79671,34.6591026,-89.8994776
16086,Mississippi,Senatobia,38668,67449,36133,69791,34.6214003,-89.978539
16087,Mississippi,Ripley,38663,32239,15632,33137,34.7344564,-88.9513671
16088,Mississippi,Iuka,38852,40926,33234,28855,34.9096802,-88.2381621
16089,Mississippi,Tishomingo,38873,42219,41635,26935,34.5844475,-88.2388312
16090,Mississippi,Tunica,38676,38575,35521,33416,34.6965848,-90.4176225
16091,Mississippi,New Albany,38652,89189,66455,74938,34.4864102,-89.0411102
16092,Mississippi,Myrtle,38650,38347,26547,30539,34.4102917,-89.1309648
16093,Mississippi,Tylertown,39667,80856,74410,66536,31.0645527,-90.0605181
16094,Mississippi,Goodman,39079,32109,22803,32208,32.9812478,-90.0098723
16095,Mississippi,Vicksburg,39183,43689,30956,47266,32.3637737,-90.8514574
16096,Mississippi,Vicksburg,39180,21355,15091,19146,32.3392319,-90.8781669
16097,Mississippi,Vicksburg,39180,43025,27814,42591,32.3238845,-90.8906228
16098,Mississippi,Vicksburg,39180,94881,78612,64674,32.2236321,-90.8041602
16099,Mississippi,Greenville,38701,21787,12655,20019,33.4304468,-91.0301531
16100,Mississippi,Greenville,38701,52535,42369,56075,33.3791342,-91.0290444
16101,Mississippi,Greenville,38701,63201,56999,52031,33.3917474,-91.0500024
16102,Mississippi,Greenville,38703,37485,23069,45454,33.406043,-90.9935045
16103,Mississippi,Leland,38756,46311,26596,46815,33.4135529,-90.9133537
16104,Mississippi,Waynesboro,39367,65047,61477,58234,31.7407635,-88.5478721
16105,Mississippi,Hurley,39555,81144,58784,66279,30.6379434,-88.5646575
16106,Mississippi,Waynesboro,39367,45394,35977,41435,31.7196395,-88.7947725
16107,Mississippi,Eupora,39744,42141,32329,46096,33.6046638,-89.3708864
16108,Mississippi,Woodville,39669,33382,19987,29143,31.1211173,-91.3831229
16109,Mississippi,Louisville,39339,17048,11748,14952,33.1318634,-89.0783488
16110,Mississippi,Coffeeville,38922,48290,39990,36599,34.0048753,-89.5905628
16111,Mississippi,Coffeeville,38922,69484,49126,48404,34.0433751,-89.8020819
16112,Mississippi,Yazoo City,39194,37614,22270,40411,32.8722449,-90.4087018
16113,Mississippi,Yazoo City,39194,54359,300000,40869,32.7196854,-90.321249
16114,Mississippi,Gautier,39553,61386,44890,50822,30.4455027,-88.6738345
16115,Mississippi,Pascagoula,39581,50167,34805,46500,30.3814623,-88.5414763
16116,Mississippi,Bay Springs,39422,40609,28545,41488,31.9922898,-89.2778458
16117,Mississippi,Laurel,39443,51343,37184,53016,31.6801143,-89.3206802
16118,Mississippi,Moselle,39459,55870,42414,45254,31.5281843,-89.3170708
16119,Mississippi,Oxford,38655,52339,38815,49854,34.4627952,-89.588119
16120,Mississippi,Purvis,39475,61899,53073,49760,31.1503816,-89.5633916
16121,Mississippi,Cleveland,38732,34603,21484,36110,33.7290721,-90.7189346
16122,Mississippi,Meridian,39305,76578,54545,66580,32.4012021,-88.6906549
16123,Mississippi,Meridian,39307,17255,16793,10608,32.3348065,-88.7501707
16124,Mississippi,Guntown,38849,52495,38904,38876,34.4540973,-88.6011007
16125,Mississippi,Tupelo,38804,38459,26692,33456,34.2318703,-88.693882
16126,Mississippi,Itta Bena,38941,31944,22585,30551,33.42543,-90.3868586
16127,Mississippi,Brookhaven,39601,30078,21015,29120,31.5968012,-90.4464899
16128,Mississippi,Columbus,39702,31197,22511,28325,33.4857353,-88.3822212
16129,Mississippi,Madison,39110,76798,66864,53826,32.4245198,-90.082316
16130,Mississippi,Canton,39046,96086,78512,62921,32.6105129,-90.1255091
16131,Mississippi,Columbia,39429,55288,29159,59288,31.2491032,-89.8165186
16132,Mississippi,Houston,38851,39994,28464,39122,33.9070463,-88.9961842
16133,Mississippi,Amory,38821,48619,36128,41620,34.0058746,-88.5849442
16134,Mississippi,Winona,38967,40803,28203,40354,33.4965283,-89.746275
16135,Mississippi,Conehatta,39057,50877,34553,49316,32.406589,-89.2234308
16136,Mississippi,Starkville,39759,50723,31948,50262,33.455891,-88.8288475
16137,Mississippi,Poplarville,39470,53793,40600,46803,30.8351448,-89.4309131
16138,Mississippi,Natchez,39120,36337,27273,30853,31.5788205,-91.3193442
16139,Mississippi,New Augusta,39462,45383,33652,41865,31.2634649,-88.9956543
16140,Mississippi,Belden,38826,48753,38752,39892,34.2895768,-88.8868976
16141,Mississippi,Baldwyn,38824,28985,18437,29579,34.5300869,-88.6402438
16142,Mississippi,Brandon,39047,118308,113754,69335,32.4474548,-89.9847943
16143,Mississippi,Pearl,39208,43605,29050,33156,32.2769808,-90.1406601
16144,Mississippi,Quitman,39355,37854,24325,37133,31.9314905,-88.8105927
16145,Mississippi,Flowood,39232,84544,102162,46206,32.3169867,-90.0733666
16146,Mississippi,Mendenhall,39114,43844,35227,37940,31.9495794,-89.8790781
16147,Mississippi,Drew,38737,33784,26141,29757,33.8807374,-90.5523808
16148,Mississippi,Webb,38966,43026,29988,42174,33.8465553,-90.2176227
16149,Mississippi,Iuka,38852,53261,46133,41553,34.9096802,-88.2381621
16150,Mississippi,New Albany,38652,48524,35911,43361,34.5021349,-88.980227
16151,Mississippi,Vicksburg,39180,47319,30870,47651,32.3347399,-90.8460542
16152,Mississippi,Greenville,38701,31599,31224,25311,33.4304468,-91.0301531
16153,Mississippi,Greenville,38703,34963,22030,40050,33.406043,-90.9935045
16154,Mississippi,Clara,39324,52427,31838,48125,31.5253136,-88.7088424
16155,Mississippi,Clarksdale,38614,56702,48548,41177,34.2112468,-90.575222
16156,Mississippi,Louisville,39339,48898,37600,43818,32.9911907,-88.9602795
16157,Mississippi,Natchez,39120,39901,31335,28290,31.4723341,-91.2462911
16158,Mississippi,Natchez,39120,11558,10018,8824,31.562953,-91.377612
16159,Mississippi,Natchez,39120,49628,23377,55915,31.5494955,-91.3789393
16160,Mississippi,Natchez,39120,54221,46592,48435,31.5275021,-91.386182
16161,Mississippi,Corinth,38834,37295,30045,20400,34.9679762,-88.5028457
16162,Mississippi,Corinth,38834,43292,33714,41728,34.8908247,-88.5379478
16163,Mississippi,Liberty,39645,33972,21947,36392,31.2582337,-90.6869772
16164,Mississippi,Liberty,39645,36302,23374,30441,31.0886868,-90.8068772
16165,Mississippi,Kosciusko,39090,55271,43788,40765,32.9913141,-89.4678239
16166,Mississippi,Collins,39428,42760,33623,36724,31.7052693,-89.4894983
16167,Mississippi,Ashland,38603,56738,41770,50447,34.8814597,-89.1763562
16168,Mississippi,Rosedale,38769,24429,16828,27826,33.8510532,-90.9489075
16169,Mississippi,Benoit,38725,23921,19262,22445,33.644291,-90.9744281
16170,Mississippi,Cleveland,38732,25632,15450,25679,33.7475415,-90.7059752
16171,Mississippi,Calhoun City,38916,37261,30969,29180,33.8322968,-89.3980597
16172,Mississippi,North Carrollton,38947,58074,52221,48799,33.5844475,-89.9377305
16173,Mississippi,Okolona,38860,34420,24430,33800,34.0138193,-88.7972205
16174,Mississippi,Houston,38851,45534,30554,51575,33.8534905,-88.9412059
16175,Mississippi,Ackerman,39735,53229,38470,41154,33.3165404,-89.1620717
16176,Mississippi,Quitman,39355,65082,53445,43061,32.0680727,-88.5797918
16177,Mississippi,Horn Lake,38637,57151,46460,39334,34.9435765,-90.0317825
16178,Mississippi,Quitman,39355,36928,23078,38578,31.9314905,-88.8105927
16179,Mississippi,Cedar Bluff,39741,35333,25770,30966,33.6717961,-88.9216761
16180,Mississippi,West Point,39773,25999,16958,23888,33.5925747,-88.5758924
16181,Mississippi,Clarksdale,38614,51870,35090,44146,34.1109232,-90.5352536
16182,Mississippi,Clarksdale,38614,33097,34401,24365,34.1947465,-90.5684835
16183,Mississippi,Crystal Springs,39059,45346,24943,46772,31.985868,-90.3485371
16184,Mississippi,Hazlehurst,39083,34822,32848,26786,31.8633418,-90.3912315
16185,Mississippi,Brookhaven,39601,46896,32009,48536,31.7699362,-90.5559143
16186,Mississippi,Seminary,39479,53257,42519,41381,31.5316367,-89.5244985
16187,Mississippi,Horn Lake,38637,35106,31063,29329,34.9119396,-90.0712052
16188,Mississippi,Southaven,38671,65026,56106,44890,34.9702724,-89.9874249
16189,Mississippi,Horn Lake,38637,48837,37492,38466,34.9549949,-90.0531292
16190,Mississippi,Southaven,38671,44455,42776,31925,34.9730405,-90.0229701
16191,Mississippi,Southaven,38672,89307,75791,56717,34.9474331,-89.9486694
16192,Mississippi,Olive Branch,38654,57666,47936,39384,34.9825677,-89.8456606
16193,Mississippi,Hernando,38632,89698,79455,56671,34.8210078,-89.9291684
16194,Missouri,Grant City,64456,41072,52271,28644,40.48534,-94.288679
16195,Missouri,Anderson,64831,47658,35626,45835,36.653147,-94.44409
16196,Missouri,Vienna,65582,72297,300000,21067,38.295386,-92.025533
16197,Missouri,Ashland,65010,68951,63338,48048,38.77326,-92.26794
16198,Missouri,Lake Ozark,65049,21899,21539,16880,38.231393,-92.604144
16199,Missouri,Battlefield,65619,66960,62012,40055,37.118901,-93.3683
16200,Missouri,Belton,64012,62897,55262,43194,38.81873,-94.529639
16201,Missouri,Shelbyville,63469,31954,22169,23759,39.877772,-92.022665
16202,Missouri,Bismarck,63624,37895,30384,29234,37.767339,-90.622489
16203,Missouri,Bloomfield,63825,46179,40753,36494,36.887695,-89.931538
16204,Missouri,Bosworth,64623,42059,32839,39201,39.469909,-93.335558
16205,Missouri,Breckenridge,64625,35414,22126,36709,39.761452,-93.805152
16206,Missouri,Purdin,64674,37503,32801,28185,40.034946,-93.160347
16207,Missouri,Bunker,63629,42308,19797,55939,37.457594,-91.211643
16208,Missouri,Calhoun,65323,35033,29208,26940,38.468085,-93.623939
16209,Missouri,Matthews,63867,45309,40289,34473,36.754019,-89.686506
16210,Missouri,Jasper,64755,64048,50784,44609,37.26155,-94.33446
16211,Missouri,Centerville,63633,41313,34332,30799,37.436682,-90.95968
16212,Missouri,St Clair,63077,62497,300000,32036,38.281033,-91.096767
16213,Missouri,Clarksburg,65025,46965,33684,41795,38.66132,-92.666496
16214,Missouri,Joplin,64802,57759,300000,20656,37.025142,-94.517195
16215,Missouri,Columbia,65201,63056,44860,57825,38.94729,-92.326387
16216,Missouri,Alma,64001,41073,39350,27579,39.099195,-93.638931
16217,Missouri,Creighton,64739,45896,43453,29297,38.496557,-94.072089
16218,Missouri,Dadeville,65635,49572,43025,38597,37.479698,-93.673684
16219,Missouri,Chesterfield,63005,84056,300000,78833,38.632749,-90.784596
16220,Missouri,Brunswick,65236,39213,35691,27531,39.38488,-93.219913
16221,Missouri,Memphis,63555,37727,28654,28058,40.486772,-92.368616
16222,Missouri,Easton,64443,57282,52263,38655,39.72285,-94.640643
16223,Missouri,Ellisville,63011,99296,82367,70351,38.589492,-90.588342
16224,Missouri,Eolia,63344,48866,39279,38814,39.23789,-91.01317
16225,Missouri,Excelsior Springs,64024,53369,49041,36896,39.340226,-94.238292
16226,Missouri,Lansing,66043,62894,300000,42747,39.288761,-94.82843
16227,Missouri,Orrick,64077,56824,48524,43248,39.195519,-94.052054
16228,Missouri,Foristell,63348,107189,300000,64003,38.812666,-90.968426
16229,Missouri,Vienna,65582,48729,32435,37477,38.316104,-91.922331
16230,Missouri,Gallatin,64640,44653,36855,34856,39.910352,-93.964011
16232,Missouri,St Louis,63121,86013,300000,59102,38.700843,-90.296287
16233,Missouri,Graham,64455,37711,30920,27014,40.201081,-95.040442
16234,Missouri,Sunrise Beach,65079,26284,29816,13121,38.299525,-92.824996
16235,Missouri,Queen City,63561,40083,46223,20732,40.350619,-92.566114
16236,Missouri,Bois D'arc,65612,23573,14777,18737,37.19451,-93.629094
