State_Name,City,Zip_Code,Mean,Median,Stdev,Lat,Lon
California,Encinitas,92024,128563,137097,79277,33.0812238,-117.2787053
California,Oceanside,92054,61486,52672,51270,33.1771014,-117.3611031
California,Oceanside,92057,76108,59651,53589,33.2136656,-117.3079977
California,Oceanside,92056,56117,46614,48552,33.1879915,-117.3027414
California,Oceanside,92058,51216,45576,28745,33.211386,-117.3578942
California,Bonsall,92003,74199,300000,50969,33.2857623,-117.1904461
California,Pauma Valley,92061,78807,81325,53503,33.3358743,-117.0114507
California,Valley Center,92082,97873,93104,65729,33.2532934,-116.9904538
California,Vista,92084,46555,43025,29777,33.2241243,-117.2353781
California,San Marcos,92069,85147,65037,61905,33.1511693,-117.1773755
California,San Marcos,92078,37577,27008,31164,33.1392223,-117.189465
California,Escondido,92027,93177,300000,51821,33.1447016,-117.0691907
California,Escondido,92029,138272,133900,65204,33.0829737,-117.0871247
California,Escondido,92025,60877,47821,51795,33.1189678,-117.0681037
California,Temecula,92590,70597,47218,59818,33.0526794,-116.6289158
California,Pine Valley,91962,26849,24952,26790,32.7026541,-116.456874
California,San Francisco,94133,98645,82929,77710,37.8016201,-122.4156811
California,Union City,94587,162134,300000,73181,37.582671,-122.0858114
California,San Francisco,94109,120686,105824,84510,37.798037,-122.4205599
California,San Francisco,94108,103341,56013,94813,37.7929713,-122.4127333
California,San Francisco,94102,35063,21830,34530,37.7870223,-122.412097
California,San Francisco,94123,122229,110331,74461,37.8022683,-122.4391509
California,San Francisco,94129,149782,300000,93242,37.7887307,-122.4524293
California,San Francisco,94115,133389,141923,75434,37.7879139,-122.4302666
California,San Francisco,94117,127804,300000,78645,37.7741958,-122.4477883
California,San Francisco,94114,119299,300000,78740,37.7648873,-122.4394973
California,San Francisco,94103,55829,17195,72540,37.7794424,-122.4107252
California,San Francisco,94107,124686,120979,92008,37.7753304,-122.4022764
California,San Francisco,94110,60022,38568,58147,37.7518211,-122.4184134
California,San Francisco,94131,109114,94516,81608,37.7450518,-122.4266975
California,San Francisco,94124,116858,92794,80457,37.7326749,-122.3958349
California,San Francisco,94112,103187,83574,84934,37.7280629,-122.4372594
California,San Francisco,94134,125098,300000,70504,37.731586,-122.4121401
California,San Francisco,94122,111969,109102,73323,37.7569413,-122.4692285
California,San Francisco,94127,134649,300000,75047,37.7391909,-122.4678657
California,San Francisco,94132,84239,67378,65291,37.7133961,-122.4670977
California,San Francisco,94116,82738,60686,69109,37.746019,-122.4804356
California,San Francisco,94118,75731,63551,64992,37.7843303,-122.4683869
California,San Francisco,94121,140696,131522,86724,37.7880433,-122.4885865
California,Stockton,95202,37864,23333,37316,37.9524848,-121.3008145
California,Stockton,95203,56294,44505,43064,37.9405169,-121.3145235
California,Stockton,95204,51335,46263,36191,37.9761614,-121.3288819
California,Stockton,95205,41350,34300,29619,37.9672954,-121.2542261
California,Stockton,95206,42969,28175,34592,37.9376415,-121.2438699
California,Stockton,95219,106487,89226,71955,38.0093048,-121.3621535
California,Stockton,95207,57881,41178,48413,37.9941419,-121.3245319
California,Stockton,95209,68712,300000,48173,38.0473283,-121.3368081
California,Stockton,95210,52490,44532,39822,38.0349259,-121.3162854
California,Livermore,94551,51011,44424,35481,38.0094599,-121.2957942
California,Stockton,95212,89030,83849,68219,38.0298609,-121.2450807
California,Manteca,95336,52832,37050,49141,37.885527,-121.2688218
California,Lodi,95242,104709,81008,78255,38.1663993,-121.3290413
California,Lodi,95240,38878,30917,30666,38.1085229,-121.2760564
California,Escalon,95320,55907,300000,43584,37.7960045,-120.9929192
California,Ripon,95366,110209,98248,64425,37.728534,-121.1609082
California,Manteca,95330,74672,69659,45930,37.8447093,-121.3026366
California,Tracy,95377,107099,104691,56790,37.7282495,-121.5028399
California,Paso Robles,93447,82147,76605,54255,35.6355612,-120.6911679
California,Morro Bay,93442,45358,34704,35664,35.3950312,-120.8585435
California,Fremont,94555,125931,300000,73003,37.5823793,-122.039873
California,Los Osos,93402,88737,300000,68409,35.3320895,-120.8635035
California,Pismo Beach,93449,95542,94742,65939,35.1655045,-120.6559422
California,Grover Beach,93433,56701,300000,30561,35.1183559,-120.6127502
California,Nipomo,93444,71421,67881,44635,35.0336698,-120.479094
California,Atascadero,93422,35139,17700,30483,35.4702141,-120.6449778
California,Santa Margarita,93453,84915,74697,61608,35.2199638,-119.9980553
California,Creston,93432,80023,74870,49896,35.5087571,-120.5564311
California,Colma,94015,80059,300000,66198,37.7001141,-122.480253
California,South San Francisco,94080,120356,96033,70781,37.6626571,-122.456014
California,Pacifica,94044,102183,101768,54030,37.6532841,-122.4918058
California,San Bruno,94066,109822,92724,69383,37.6325125,-122.4485092
California,Millbrae,94030,109814,81089,75512,37.5995339,-122.3977958
California,Burlingame,94010,145814,300000,88767,37.5973795,-122.3682086
California,San Mateo,94401,119002,101475,78830,37.572378,-122.3340889
California,San Mateo,94402,172551,300000,86100,37.553366,-122.3309033
California,San Mateo,94403,156853,300000,73864,37.5342151,-122.311952
California,Foster City,94404,113202,104824,78229,37.55112,-122.2576522
California,Belmont,94002,84787,66378,68811,37.5208293,-122.2883303
California,San Carlos,94070,85272,69384,62646,37.5077822,-122.2658697
California,Redwood City,94065,134970,123591,84874,37.481514,-122.2815925
California,Redwood City,94062,104360,84689,73531,37.4844567,-122.2412328
California,Redwood City,94063,54534,43771,36590,37.4797379,-122.2236005
California,Atherton,94027,119340,106472,73983,37.451725,-122.2251406
California,Menlo Park,94025,62949,43769,51224,37.4942796,-122.1505372
California,East Palo Alto,94303,59653,300000,32194,37.4590916,-122.1438916
California,Portola Valley,94028,177665,209259,85569,37.3697093,-122.2158436
California,Half Moon Bay,94019,134712,300000,70692,37.521199,-122.4709046
California,Santa Barbara,93160,66348,300000,83177,34.446327,-119.7788151
California,Santa Barbara,93105,80178,66316,62155,34.4348901,-119.7377484
California,Santa Barbara,93101,121903,300000,71628,34.434415,-119.7101634
California,Santa Barbara,93108,135037,300000,74994,34.4611878,-119.6645571
California,Santa Barbara,93103,44027,34452,31642,34.4183039,-119.6773409
California,Santa Barbara,93109,79615,44899,71793,34.39838,-119.710835
California,Carpinteria,93013,63928,54000,50107,34.3968141,-119.5217962
California,Los Alamos,93440,95071,83543,55853,34.7435494,-120.1899733
California,Los Olivos,93441,130078,107925,81905,34.70434,-120.0260903
California,Santa Maria,93454,55073,39511,49537,34.9494695,-120.4266148
California,Santa Maria,93458,40096,35901,26776,34.9568972,-120.444653
California,Guadalupe,93434,52410,42533,33551,34.9194407,-120.5796544
California,Goleta,93117,113967,99361,62135,34.4364472,-119.8865161
California,Santa Barbara,93110,107792,95018,64200,34.4366709,-119.784079
California,San Jose,95112,72253,300000,52352,37.3584848,-121.89276
California,San Jose,95126,84116,56906,71515,37.3401522,-121.9220248
California,San Jose,95125,103850,81036,85409,37.3303977,-121.8954308
California,San Jose,95116,130621,300000,85431,37.3387146,-121.8745424
California,Palo Alto,94301,70345,300000,51692,37.3231636,-121.886425
California,San Jose,95128,74328,54233,66051,37.3224433,-121.9330713
California,Fremont,94536,112384,99822,71725,37.559196,-121.9915757
California,San Jose,95124,74990,74687,41741,37.2837456,-121.9372588
California,San Jose,95122,57368,57248,37078,37.3186901,-121.8429997
California,San Jose,95111,98209,300000,60460,37.2891255,-121.8392994
California,San Jose,95121,105715,300000,67665,37.3046221,-121.8289144
California,San Jose,95148,81581,62402,57918,37.3184116,-121.801337
California,San Jose,95135,181057,300000,56905,37.3090337,-121.7397935
California,San Jose,95138,173619,198760,80042,37.279151,-121.768891
California,San Jose,95127,71954,54130,52739,37.3494389,-121.8196391
California,San Jose,95132,100000,96103,62179,37.390729,-121.85256
California,San Jose,95131,111494,91237,77155,37.3828815,-121.8767483
California,Milpitas,95035,147356,153699,78130,37.4260378,-121.8694198
California,Sunnyvale,94089,91316,90728,63771,37.4031417,-122.0033891
California,San Jose,95110,43145,33972,23854,37.3628317,-121.9239733
California,Santa Clara,95051,116609,108998,74844,37.3606844,-121.9724091
California,Santa Clara,95050,92064,300000,54265,37.3430376,-121.9443765
California,San Jose,95117,113319,95226,80222,37.3088699,-121.956866
California,Campbell,95008,92339,71866,69648,37.3163746,-121.9452294
California,San Jose,95130,82894,69407,59712,37.2902052,-121.9687764
California,Los Gatos,95032,126943,98841,82471,37.2422217,-121.9563688
California,Saratoga,95070,176740,300000,77969,37.2589679,-122.0078933
California,Cupertino,95014,165140,300000,68913,37.3192975,-122.0756805
California,San Jose,95129,132002,142188,82373,37.3026087,-122.02812
California,Sunnyvale,94087,132427,113437,84832,37.344829,-122.057125
California,Sunnyvale,94086,123699,112812,74994,37.3588473,-122.0098647
California,Sunnyvale,94085,121744,115034,69230,37.3914591,-122.0385013
California,Mountain View,94043,100495,97043,62481,37.4011891,-122.0743467
California,Los Altos,94024,153099,300000,89918,37.358454,-122.0797871
California,Los Altos,94022,184961,218449,81521,37.3913073,-122.1076546
California,Palo Alto,94306,145505,149381,81634,37.41742,-122.1281611
California,San Jose,95120,164648,300000,81566,37.2129709,-121.8693742
California,San Jose,95136,129336,300000,77256,37.2707459,-121.8458034
California,San Jose,95123,139824,158396,66055,37.2551956,-121.8109259
California,San Jose,95119,108673,93198,65689,37.2389613,-121.7965053
California,Morgan Hill,95037,120341,108328,81153,37.0469717,-121.7109545
California,Fremont,94538,90563,82732,67305,37.5278226,-121.9615164
California,Santa Cruz,95061,64395,33570,64612,36.9536393,-122.0613064
California,Freedom,95019,29985,21145,27341,36.928918,-121.7840155
California,Soquel,95073,125335,300000,81157,37.043376,-121.9607654
California,Santa Cruz,95065,72255,300000,43392,36.9968265,-121.9775807
California,Capitola,95010,87396,65357,71998,36.974907,-121.9654587
California,Redding,96001,35414,32828,28388,40.5747192,-122.4032046
California,Shasta,96087,83754,70582,60631,40.5813781,-122.4542402
California,Redding,96002,68310,50401,57863,40.5566925,-122.3688469
California,Anderson,96007,57413,43467,39815,40.4294831,-122.2988508
California,Cottonwood,96022,62102,64100,38001,40.4098262,-122.2369837
California,Manton,96059,51540,46363,32676,40.4806114,-121.7401412
California,Fall River Mills,96028,63828,40096,60858,40.9204305,-121.4437132
California,Montague,96064,51585,39354,46713,41.7987289,-122.2962063
California,Yreka,96097,47362,43058,36915,41.6608649,-122.6745712
California,Edgewood,96094,53474,46863,36308,41.4800873,-122.427147
California,Dunsmuir,96025,45774,42739,30334,41.2135218,-122.3924294
California,Vallejo,94591,116061,300000,61188,38.1295441,-122.214182
California,Vallejo,94590,47824,40953,33240,38.1293945,-122.3302426
California,Fairfield,94534,92882,81707,53814,38.1649825,-122.1486859
California,Fairfield,94533,88645,82934,53225,38.2769991,-122.0358438
California,Bay Point,94565,115331,300000,62877,38.1377528,-121.9771056
California,Suisun City,94585,50616,41382,39244,38.2490976,-122.014721
California,Travis Afb,94535,85569,300000,21896,38.2790134,-121.9458087
California,Vacaville,95687,86148,67849,67142,38.3401253,-121.9444369
California,Dixon,95620,82020,300000,62604,38.4198882,-121.7998024
California,Glen Ellen,95442,115139,87533,81249,38.3811988,-122.5375223
California,Petaluma,94954,70238,64460,45197,38.2440564,-122.6067891
California,Cotati,94931,46420,30718,38909,38.3395569,-122.719615
California,Rohnert Park,94928,71635,57947,52880,38.3184479,-122.7072003
California,Santa Rosa,95407,28722,22157,21218,38.3933396,-122.7012564
California,Santa Rosa,95405,133826,132861,76494,38.4126004,-122.6287915
California,Santa Rosa,95404,72707,68978,47605,38.4570299,-122.7128443
California,Santa Rosa,95409,96358,94728,61960,38.5261049,-122.6368988
California,Santa Rosa,95403,74903,51561,61062,38.5043031,-122.7912912
California,Santa Rosa,95401,36396,29644,27902,38.465154,-122.7356928
California,Sebastopol,95472,90036,300000,56935,38.4129715,-122.842325
California,Monte Rio,95462,51503,300000,42092,38.4759166,-123.0055115
California,Forestville,95436,88066,64751,71499,38.468933,-122.898855
California,Windsor,95492,90040,65017,67327,38.5525461,-122.8020356
California,Healdsburg,95448,82993,74331,57949,38.608098,-122.8145051
California,Cloverdale,95425,65845,48098,59864,38.8133955,-123.0170717
California,Stewarts Point,95480,87611,62342,66959,38.6070017,-123.3324622
California,Knights Ferry,95361,73534,60401,52073,37.7731119,-120.7315696
California,Riverbank,95367,77287,61087,56221,37.7365049,-120.9473005
California,Modesto,95351,70989,300000,51662,37.7205706,-121.0456799
California,Modesto,95350,61402,51925,46605,37.7001655,-121.0036408
California,Modesto,95355,91905,300000,57711,37.6600598,-120.9486262
California,Modesto,95354,44315,29604,41536,37.6437386,-120.9692464
California,Modesto,95357,47475,39029,37974,37.6436041,-120.9345314
California,Modesto,95358,49788,43868,36391,37.6062213,-121.0072807
California,Ceres,95307,42619,40052,29838,37.5877211,-120.9450461
California,Hughson,95326,74779,56536,61242,37.6029399,-120.8727904
California,Patterson,95363,71923,53725,51965,37.4647933,-121.1449685
California,Newman,95360,51449,49268,41925,37.313244,-121.0300468
California,Denair,95316,105985,104491,61706,37.5227998,-120.7482737
California,Turlock,95380,33853,14444,45876,37.4861261,-120.8576989
California,Turlock,95381,65495,47886,55375,37.4902919,-120.8326517
California,Turlock,95382,47603,32381,45432,37.516714,-120.8607177
California,Yuba City,95991,30583,26630,21888,39.1465843,-121.6245659
California,Yuba City,95993,90253,300000,67769,39.134305,-121.6664276
California,Red Bluff,96080,25582,17193,32098,40.197095,-122.2576791
California,Trinity Center,96091,46578,28082,45273,41.0171618,-122.6402253
California,Orosi,93647,46714,45936,27297,36.5436858,-119.2875202
California,Dinuba,93618,71310,50813,48835,36.5281824,-119.4459533
California,Woodlake,93286,68572,68507,52715,36.3946939,-119.0868717
California,Ivanhoe,93235,37270,31094,22590,36.4202175,-119.2108517
California,Visalia,93291,37002,25640,26322,36.3512901,-119.3547493
California,Visalia,93278,64216,41899,57042,36.3331501,-119.3323721
California,Exeter,93221,79757,65645,62995,36.285001,-119.1467114
California,Visalia,93277,100208,87021,62522,36.3029669,-119.2990913
California,Visalia,93279,49211,300000,35808,36.3236766,-119.3406616
California,Strathmore,93267,79255,51332,71180,36.1328505,-119.1119527
California,Earlimart,93219,37464,27873,31256,35.8580543,-119.3058575
California,Ducor,93218,31274,27222,20176,35.8807556,-118.9866017
California,Tuolumne,95379,79388,69408,63708,38.2149739,-120.1895292
California,Sonora,95370,78258,65336,56792,38.0191545,-120.2986345
California,Ojai,93023,59820,39221,58722,34.6431476,-119.1348137
California,Fillmore,93016,66371,46924,58945,34.411561,-118.9627618
California,Santa Paula,93060,61559,31303,74172,34.3535231,-119.0606093
California,Oak View,93022,56043,38002,43718,34.4088418,-119.3376195
California,Ventura,93004,69184,300000,50205,34.2996993,-119.1600923
California,Ventura,93003,59386,52636,42316,34.268934,-119.2022525
California,Ventura,93001,53899,45353,41086,34.2906641,-119.2996148
California,Oxnard,93030,122773,300000,65326,34.2260796,-119.2067181
California,Oxnard,93036,87308,73650,60732,34.2173083,-119.1684374
California,Oxnard,93033,66776,63336,31704,34.1676376,-119.1819133
California,Port Hueneme,93041,53374,50358,41565,34.1621779,-119.2067537
California,Camarillo,93010,111631,98525,64861,34.2409148,-119.0425597
California,Camarillo,93012,69044,59958,53603,34.2200185,-118.9908667
California,Newark,94560,95368,87517,59611,37.5425433,-122.045728
California,Newbury Park,91320,82367,61183,57573,34.1687001,-118.9463969
California,Stevenson Ranch,91381,168396,300000,73465,34.1984588,-118.9295517
California,Thousand Oaks,91362,120366,116686,66697,34.2216307,-118.8779656
California,Thousand Oaks,91360,125884,300000,66825,34.2106411,-118.876471
California,Oak Park,91377,137752,139099,87484,34.1828499,-118.8055895
California,Simi Valley,93065,113504,104198,60656,34.259723,-118.7804557
California,Moorpark,93021,69848,63550,40849,34.2815484,-118.8899164
California,Simi Valley,93063,95468,80529,58948,34.2776642,-118.7274118
California,West Sacramento,95605,90256,300000,84530,38.5922085,-121.5170147
California,West Sacramento,95691,33897,300000,20352,38.56077,-121.5694652
California,Davis,95616,73944,62396,62568,38.5764495,-121.7588856
California,Woodland,95695,43392,31596,35215,38.6884255,-121.7885472
California,Winters,95694,76882,47925,77836,38.5786038,-122.0245787
California,Esparto,95627,83250,66708,61232,38.830465,-122.1269068
California,Marysville,95901,52172,21677,48990,39.158116,-121.5739716
California,Olivehurst,95961,41222,28227,39353,39.0999148,-121.5826165
California,Beale Afb,95903,32499,300000,1826,39.1253115,-121.3922825
California,Challenge,95925,40214,28155,33449,39.4522438,-121.1826541
California,Hermosa Beach,90254,132479,117114,79729,33.8575404,-118.3992831
California,Pleasanton,94566,101612,84514,79600,37.657232,-121.8874736
California,Santa Monica,90404,103358,94342,70300,34.0350094,-118.4754273
California,Lake Hughes,93532,71766,58354,52970,34.6789981,-118.3864277
California,Livermore,94550,88461,80464,60139,37.6849518,-121.7489971
California,Novato,94947,75733,63399,55785,38.0878849,-122.5583773
California,Coulterville,95311,63827,47871,47421,37.6729487,-120.1089266
California,Chico,95926,84979,73616,59231,39.7558816,-121.8785043
California,St. Helena,94574,107845,98374,75612,38.5082184,-122.4787754
California,Chico,95928,90507,79537,60431,39.7457516,-121.7956007
California,Oakland,94611,85552,62784,75651,37.8260219,-122.2510667
California,Magalia,95954,50400,44136,40514,39.960108,-121.5013525
California,Dana Point,92629,99085,86530,65966,33.4800988,-117.6965584
California,Newport Beach,92660,94533,86169,71003,33.6691905,-117.8609131
California,Gridley,95948,70597,58009,59665,39.3792483,-121.7370059
California,Rail Road Flat,95248,47840,34282,39589,38.3647246,-120.449
California,Oakley,94561,66734,52572,50623,37.9993161,-121.732928
California,Weimar,95736,76672,64910,54292,39.0569709,-120.9537177
California,Antioch,94509,56173,46364,45791,38.0053331,-121.7994409
California,Nuevo,92567,75568,71177,46780,33.826142,-117.0844666
California,Rancho Mirage,92270,75123,49530,69803,33.7425095,-116.4468886
California,Oakland,94602,120513,112224,83191,37.8120851,-122.2190899
California,San Jacinto,92581,76493,62625,60577,33.7741421,-116.880664
California,Pleasant Hill,94523,86662,71177,61994,37.9514803,-122.0605997
California,Concord,94521,95624,87928,60703,37.9598407,-121.9580852
California,Sacramento,95842,56777,50638,40070,38.6811015,-121.3538791
California,Paicines,95043,87929,72517,65937,36.5800916,-121.0009504
California,Walnut Creek,94598,144189,148636,81549,37.9067555,-122.0145836
California,San Ramon,94583,125026,300000,67685,37.7449859,-121.9480394
California,Lafayette,94549,118775,108755,86003,37.8896913,-122.1040703
California,Yucca Valley,92284,45030,31620,40694,34.1517898,-116.4313005
California,Forest Falls,92339,75910,51968,69604,34.1438202,-116.8683764
California,Orinda,94563,157463,162529,82967,37.8566708,-122.1812338
California,Danville,94506,154342,154994,79948,37.8065479,-121.9040691
California,La Jolla,92093,70148,49307,65449,32.867998,-117.2341615
California,Crockett,94525,89975,80487,54771,38.0244713,-122.2276055
California,Hercules,94547,118272,300000,66591,37.9995137,-122.265433
California,San Pablo,94806,61919,55193,43982,37.9761393,-122.345945
California,Richmond,94804,60355,47201,42030,37.9485162,-122.3399466
California,El Cerrito,94530,118857,111900,69705,37.9139391,-122.2934783
California,Crescent City,95331,58992,53293,43872,41.7804545,-124.2396505
California,Stockton,95213,42909,30573,42152,38.0063695,-121.3236839
California,Lockeford,95237,89853,74649,64869,38.228354,-121.0980636
California,San Luis Obispo,93405,83693,68920,61495,35.2661203,-120.6975015
California,San Jose,95118,94088,84336,66373,37.2565073,-121.8874617
California,San Jose,95133,81881,73944,54489,37.3759252,-121.8448909
California,Alviso,95002,87293,76559,62990,37.4495304,-121.9940964
California,Guerneville,95446,61728,42655,58596,38.533659,-123.0092064
California,Live Oak,95953,65852,50374,58937,39.241136,-121.6942945
California,Yettem,93670,40535,31976,38221,36.4957832,-119.259301
California,Tipton,93272,39623,31194,33621,36.056592,-119.3368879
California,Oakland,94601,51095,40160,39921,37.7710407,-122.2067479
California,Woodland,95776,95498,85102,61694,38.6699453,-121.737812
California,Oakland,94618,156951,145498,75999,37.8481386,-122.2495968
California,Oakland,94609,83433,79518,50186,37.8485412,-122.2647277
California,Oakland,94608,35274,20114,35200,37.8207562,-122.2733875
California,Oakland,94610,173677,195953,81176,37.811425,-122.2322365
California,Oakland,94619,142270,144163,64428,37.7978944,-122.1949575
California,Oakland,94605,97430,90261,58720,37.7853987,-122.1572109
California,Oakland,94603,53079,43375,39616,37.729083,-122.1778389
California,Oakland,94621,45328,38771,32818,37.7504463,-122.1837659
California,Albany,94706,98633,300000,50866,37.8906499,-122.3181164
California,Berkeley,94702,71614,46329,58399,37.8728828,-122.2878171
California,Berkeley,94709,56150,35427,60221,37.877313,-122.2603183
California,Berkeley,94705,87835,71873,68499,37.8588898,-122.258719
California,Alameda,94502,99109,89473,70818,37.7344929,-122.2414385
California,San Leandro,94578,145285,300000,78784,37.721228,-122.123812
California,Hayward,94541,56184,43657,47321,37.6746689,-122.1022655
California,Hayward,94545,86101,300000,45055,37.6298655,-122.1002746
California,Laton,93242,50949,30941,51919,36.4550587,-119.7117335
California,San Joaquin,93660,36488,29920,31828,36.5557769,-120.234647
California,Fremont,94539,126224,110138,82111,37.5345631,-121.9421705
California,Willows,95988,59532,40422,52386,39.5223178,-122.2104733
California,Pleasanton,94588,151325,146243,81096,37.6533468,-121.9307805
California,Chico,95927,50847,32615,41724,39.7638565,-121.849496
California,Chico,95973,125693,300000,78110,39.7860101,-121.9334044
California,Paradise,95969,80503,59063,57994,39.7817769,-121.6098624
California,Berry Creek,95916,52817,37075,46973,39.6655389,-121.3519555
California,Redway,95560,50177,39231,42417,40.1578711,-123.9644524
California,Palermo,95968,44454,38540,33736,39.429744,-121.5309393
California,Valley Springs,95252,93225,89426,59167,38.1937624,-120.8759284
California,Williams,95987,110458,300000,80342,39.1051265,-122.2830028
California,Princeton,95970,64022,43535,52400,39.3131684,-121.9711945
California,Byron,94514,86367,72794,60083,37.8582825,-121.6219157
California,Concord,94519,68231,300000,52766,37.9762383,-122.01218
California,Concord,94518,173040,300000,76314,37.9402165,-122.0080941
California,Walnut Creek,94597,128326,126675,61370,37.9190883,-122.0467663
California,Danville,94526,165658,300000,81690,37.7992823,-121.9650943
California,Moraga,94556,171929,189167,76402,37.879801,-122.1364828
California,Rodeo,94572,63297,51667,51594,38.0481856,-122.2538488
California,Richmond,94805,84713,79206,48228,37.9403079,-122.3299515
Colorado,Gold Hill,80302,149502,300000,41656,40.063653,-105.369587
Colorado,Timnath,80547,98874,300000,67457,40.526034,-104.959373
Colorado,Vail,81657,86272,68860,66772,39.637527,-106.364526
Colorado,Walsh,81090,47555,34309,49482,37.386107,-102.279933
Colorado,Westminster,80021,85644,74974,54256,39.88219,-105.064426
Colorado,Fairplay,80440,49817,42948,36429,39.286135,-106.066293
Colorado,Arvada,80005,83127,69340,60244,39.833728,-105.150306
Colorado,Jamestown,80455,129356,300000,27138,40.117803,-105.440718
Colorado,Bethune,80805,43753,40224,25512,39.303822,-102.423414
Colorado,Avondale,81022,33480,23969,26784,38.250445,-104.260792
Colorado,Canon City,81212,60240,300000,44295,38.413543,-105.19106
Colorado,Carbondale,81623,74969,62160,52431,39.394616,-107.214475
Colorado,Center,81125,10946,6808,8591,37.751351,-106.110195
Colorado,Creede,81130,44307,31143,39395,37.848785,-106.925288
Colorado,Colorado City,81019,67766,54286,54960,37.936651,-104.845601
Colorado,Cotopaxi,81223,37500,300000,1826,38.372806,-105.68552
Colorado,Littleton,80127,94774,87020,55101,39.619427,-105.135692
Colorado,Dolores,81323,50063,34138,47923,37.47399,-108.499824
Colorado,Yuma,80759,57309,37453,51422,40.112467,-102.488545
Colorado,Georgetown,80444,58245,40442,50347,39.75971,-105.682813
Colorado,Firestone,80504,91927,83544,51869,40.156146,-104.948766
Colorado,Fort Morgan,80701,53923,44997,37663,40.254932,-103.790968
Colorado,Colorado Springs,80921,113743,105184,69854,39.039942,-104.825176
Colorado,Greeley,80634,60804,48659,49391,40.415278,-104.769743
Colorado,Mc Clave,81057,47822,45067,32852,38.106555,-102.956167
Colorado,Denver,80222,117162,109574,68528,39.667776,-104.921728
Colorado,Indian Hills,80454,69800,300000,20034,39.668928,-105.243191
Colorado,Loveland,80537,114030,300000,66239,40.384683,-104.967903
Colorado,Kit Carson,80825,47895,42616,37787,38.762823,-102.795366
Colorado,Lakewood,80226,70376,56870,54787,39.698942,-105.117551
Colorado,Cortez,81321,63030,300000,55926,37.501715,-108.660059
Colorado,Minturn,81645,128472,300000,17730,39.914382,-106.725723
Colorado,Englewood,80122,90612,73931,63846,39.538797,-104.847473
Colorado,Niwot,80503,115029,106980,76975,40.097552,-105.15828
Colorado,Oak Creek,80467,50507,39941,37020,40.273811,-106.957374
Colorado,Ovid,80744,40647,25713,40276,40.960564,-102.388352
Colorado,Kremmling,80459,50812,300000,7530,40.055562,-106.175995
Colorado,Gunnison,81230,66372,54351,46488,38.608612,-106.516466
Colorado,New Raymer,80742,56190,300000,44062,40.607952,-103.843374
Colorado,Florence,81226,43093,36749,30957,38.364713,-105.164779
Colorado,Salida,81201,55052,40649,44974,38.530283,-105.99878
Colorado,Seibert,80834,36255,24551,31319,39.297967,-102.869524
Colorado,Silverthorne,80498,89735,61792,78125,39.654012,-106.092443
Colorado,Steamboat Springs,80487,75766,55645,65359,40.475585,-106.822936
Colorado,Bennett,80102,76902,61436,57778,39.869555,-104.5174306
Colorado,Alamosa,81101,52195,42389,53360,37.4773802,-105.8516249
Colorado,Grand Junction,81501,43707,30506,39588,39.0715582,-108.5670101
Colorado,Grand Junction,81504,53352,44533,42224,39.0927327,-108.5058955
Colorado,Craig,81625,54842,40089,47361,40.5226692,-107.5647826
Colorado,Nucla,81424,54152,42564,44189,38.2906092,-108.6270409
Colorado,Weldona,80653,78180,73024,53991,40.4103163,-103.8140035
Colorado,Rocky Ford,81067,56690,43850,40799,38.0232043,-103.7346086
Colorado,Guffey,80820,53579,37069,43860,38.8812413,-105.6157563
Colorado,Holly,81047,48662,40047,38483,37.9612677,-102.1449177
Colorado,Pueblo,81001,19788,300000,8349,38.3084072,-104.5776867
Colorado,Littleton,80123,97544,78297,67117,39.6184954,-105.0420335
Colorado,Pueblo,81004,44017,35858,34344,38.2557902,-104.6381775
Colorado,Pueblo,81005,43840,36897,38036,38.2226969,-104.6592836
Colorado,Pueblo West,81007,62241,59814,36129,38.3223401,-104.7154064
Colorado,Pueblo,81006,65925,59272,47819,38.2410845,-104.5487987
Colorado,Del Norte,81132,35858,27290,30940,37.6748567,-106.3741199
Colorado,Saguache,81149,44309,32893,38931,38.1324118,-106.2972506
Colorado,Frisco,80443,76103,64867,52017,39.5563918,-106.1702437
Colorado,Akron,80720,54593,46232,40354,40.1924453,-103.2647949
Colorado,Greeley,80631,47427,43287,32558,40.403048,-104.661334
Colorado,Highlands Ranch,80124,152515,147258,74257,39.5709676,-104.9328223
Colorado,Platteville,80651,73924,60156,59862,40.2047346,-104.7452989
Colorado,Erie,80516,114046,104075,64531,40.0076218,-105.0229172
Colorado,Windsor,80550,82038,70375,54769,40.4727644,-104.923252
Colorado,Aurora,80010,36004,23387,33894,39.7419967,-104.8752239
Colorado,Aurora,80011,48432,39207,30577,39.7580208,-104.8145883
Colorado,Northglenn,80233,40161,30972,32200,39.9053744,-104.9847524
Colorado,Englewood,80113,46845,37318,44293,39.65589,-104.9794296
Colorado,Thornton,80241,122174,300000,60547,39.9411441,-104.9316157
Colorado,Thornton,80602,106517,98186,52136,39.9394959,-104.8910262
Colorado,Brighton,80605,89675,300000,46847,39.917819,-104.9123325
Colorado,Brighton,80601,51962,44974,36455,39.979622,-104.8052914
Colorado,Commerce City,80022,54084,51502,38369,39.8235849,-104.9078211
Colorado,Thornton,80229,86664,300000,42500,39.8435802,-104.9708359
Colorado,Littleton,80120,72508,64027,58606,39.5965407,-104.996668
Colorado,Denver,80221,57126,61590,39298,39.8311684,-104.9941282
Colorado,Thornton,80260,57419,57049,38524,39.8677408,-105.0099712
